RecordID,Date,Time,Latitude,Longitude,Altitude,Pitch,Roll,Yaw,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,AccX,AccY,AccZ,ImgID
3002,16-04-22,2:12:14,10.91846565,55.59109646,413.5300303,-1.035560727,-2.53611207,-1.394613504,0.000509206,0.001342866,-0.000287075,18.92482185,-14.63917732,0.104696728,0.016348001,-0.0061,-0.007564,21
3003,16-04-22,2:12:14,10.93303479,55.60190237,413.529641,-1.035995483,-2.533219099,-1.394734383,-0.002850315,-0.000489607,-0.000287001,19.18886757,-14.71077728,-0.282248646,0.016348001,-0.005612,-0.007564,21
3004,16-04-22,2:12:15,10.94878337,55.61358859,413.5292231,-1.036841512,-2.526341915,-1.399235964,0.001425855,0.001342717,0.000323909,19.47842598,-14.77279472,-0.439885259,0.016348001,-0.006832,-0.007564,21
3005,16-04-22,2:12:15,10.96163229,55.62312485,413.5288841,-1.037501216,-2.525230885,-1.400116563,0.000204107,-0.000489926,-0.001813815,20.01838303,-14.65955257,-0.500539482,0.017568,-0.006832,-0.00732,21
3006,16-04-22,2:12:15,10.97583372,55.63366129,413.5285122,-1.040274858,-2.518444061,-1.407247305,-0.000100924,0.000426152,-0.001813716,19.80698204,-14.53649902,-0.248345047,0.016348001,-0.00366,-0.009516,21
3007,16-04-22,2:12:15,10.99120941,55.64507647,413.5281118,-1.04130137,-2.521873951,-1.403149247,-0.001627967,0.001036817,-0.000591938,19.55299759,-14.64454365,-0.092670746,0.016348001,-0.006344,-0.007076,21
3008,16-04-22,2:12:16,11.00412442,55.65467084,413.5277777,-1.042407393,-2.52107811,-1.404779911,-0.001017015,0.00103673,-0.000591889,19.50686836,-14.6108942,-0.263136327,0.017568,-0.005856,-0.00732,21
3009,16-04-22,2:12:16,11.01701243,55.66423176,413.5274466,-1.040386915,-2.52199173,-1.400682211,-0.001627455,-0.000184954,-0.001507808,19.68936729,-15.36983204,-0.181233868,0.019032,-0.005856,-0.008784,21
3010,16-04-22,2:12:16,11.03120174,55.67476891,413.5270843,-1.041207433,-2.522533655,-1.401489139,-0.002238013,0.000120432,-0.000286054,19.80176544,-15.10422611,0.105352931,0.017568,-0.005856,-0.008296,21
3011,16-04-22,2:12:17,11.04529371,55.68523793,413.5267267,-1.043004036,-2.521521568,-1.403271914,-0.002848331,0.000120264,-0.000896721,19.731287,-15.11165619,-0.040890627,0.015616,-0.005124,-0.006344,21
3012,16-04-22,2:12:17,11.05821676,55.69483672,413.5264009,-1.04268527,-2.522866726,-1.402071714,-0.00193187,0.001647288,0.001852017,19.71377182,-14.99492168,-0.111122385,0.016592,-0.005124,-0.008784,21
3013,16-04-22,2:12:17,11.07105083,55.7043715,413.5260794,-1.043002844,-2.522390366,-1.401583791,0.001733176,0.001341743,-0.00120216,19.6528244,-14.78693104,-0.522401094,0.018056,-0.006344,-0.009272,21
3014,16-04-22,2:12:17,11.08521242,55.71489087,413.5257269,-1.044741035,-2.522334099,-1.402950406,-0.000404308,0.001646955,-0.001201985,19.52472115,-14.72940445,-0.285228252,0.016104,-0.0061,-0.007808,21
3015,16-04-22,2:12:18,11.10195392,55.72733085,413.5253135,-1.041380882,-2.527839661,-1.390924573,-0.000709495,0.000119613,-0.001812575,19.43184662,-14.85215187,0.053774495,0.018544,-0.0061,-0.00854,21
3016,16-04-22,2:12:18,11.11604663,55.73780921,413.5249676,-1.041115403,-2.528312206,-1.388628483,-0.000403933,0.001341059,-0.000590594,19.29975128,-14.94678497,0.107643083,0.015859999,-0.004636,-0.00854,21
3017,16-04-22,2:12:18,11.12920975,55.74759189,413.5246471,-1.039852142,-2.529295683,-1.386201262,-0.001014711,-0.000186088,0.000325677,19.34669304,-15.03257179,-0.009472542,0.016835999,-0.004392,-0.009028,21
3018,16-04-22,2:12:18,11.14330234,55.75806638,413.5243063,-1.038361192,-2.528766394,-1.381657004,0.001123505,0.000119252,-0.000285194,19.56851768,-14.56175041,-0.276962191,0.01708,-0.008052,-0.009272,21
3019,16-04-22,2:12:19,11.15620347,55.76766144,413.5239963,-1.039391398,-2.529092312,-1.38352406,-0.001319751,0.000729974,-0.000285177,19.70339584,-14.95644188,-0.263612181,0.016592,-0.006588,-0.005856,21
3020,16-04-22,2:12:19,11.17075269,55.77847848,413.5236492,-1.039282918,-2.52660799,-1.383995056,-0.003151836,-0.000797157,-0.000285152,19.79887581,-14.89757442,-0.014150591,0.015616,-0.005612,-0.007564,21
3021,16-04-22,2:12:19,11.18492852,55.78902044,413.5233133,-1.04381609,-2.524518728,-1.391009808,-0.00345703,0.000424405,-0.000590464,19.83432007,-14.82833099,-0.03000766,0.017811999,-0.005612,-0.006588,21
3022,16-04-22,2:12:20,11.19821874,55.79890699,413.5230007,-1.044149637,-2.524775505,-1.390180945,0.001124656,0.000729792,-0.000284906,19.64227486,-14.85290718,-0.038712282,0.015859999,-0.005124,-0.008296,21
3023,16-04-22,2:12:20,11.21253209,55.80955505,413.5226663,-1.044173837,-2.525060892,-1.389980912,-0.000402475,-0.001102711,2.05E-05,19.6232357,-14.86529732,0.075551711,0.01708,-0.005612,-0.007808,21
3024,16-04-22,2:12:20,11.22544194,55.81916144,413.5223668,-1.044298172,-2.524419308,-1.390312076,-0.002234882,0.000424417,2.05E-05,19.72013283,-14.87693119,0.237132311,0.018300001,-0.006588,-0.008296,21
3025,16-04-22,2:12:20,11.23838769,55.82879553,413.5220685,-1.044948816,-2.523666143,-1.394553185,-0.000707431,0.000423983,-0.000590429,20.16498756,-15.07406235,0.639423847,0.016592,-0.004636,-0.008296,21
3026,16-04-22,2:12:21,11.25448194,55.840769,413.5217007,-1.044197798,-2.519385815,-1.388781905,-9.65E-05,0.000729354,0.000631249,20.08260918,-14.98556614,0.513786495,0.017811999,-0.00854,-0.00854,21
3027,16-04-22,2:12:21,11.26733457,55.85034292,413.5214085,-1.045036912,-2.522161245,-1.386309385,0.00020913,0.000729231,-0.001506603,20.00303459,-14.88680553,0.567478418,0.016592,-0.005368,-0.008052,21
3028,16-04-22,2:12:21,11.28065591,55.86025519,413.5211086,-1.044792295,-2.520699263,-1.386242747,-0.002234006,-0.000186994,2.06E-05,20.20940208,-14.99726391,0.592315018,0.015616,-0.005856,-0.008296,21
3029,16-04-22,2:12:22,11.29643493,55.87200217,413.5207559,-1.043860912,-2.522218466,-1.379589081,0.000515169,-0.000187013,-0.000284779,20.07846451,-14.84517956,0.523819447,0.016592,-0.0061,-0.00732,21
3030,16-04-22,2:12:22,11.31061411,55.88256421,413.5204413,-1.042393804,-2.521847725,-1.374404073,-0.003149707,-0.000187259,-0.001201059,19.72667313,-14.67479324,0.243347302,0.017324001,-0.005856,-0.008784,21
3031,16-04-22,2:12:22,11.3235665,55.89220612,413.5201563,-1.041912198,-2.521917343,-1.372979999,-0.00040078,0.00042357,0.000326077,19.72385979,-14.76774502,0.535461903,0.017811999,-0.006344,-0.009028,21
3032,16-04-22,2:12:22,11.33643751,55.90179504,413.5198745,-1.041990757,-2.521874189,-1.372913361,-0.00223282,-0.000492671,-0.001811647,19.58231735,-14.77584553,0.238555089,0.016348001,-0.005612,-0.00732,21
3033,16-04-22,2:12:23,11.34978849,55.91173997,413.5195851,-1.040122628,-2.520242691,-1.369851589,-0.002843466,0.000118087,-0.000284413,20.00999069,-14.52712727,0.253541619,0.016835999,-0.007076,-0.007808,21
3034,16-04-22,2:12:23,11.36439694,55.9226277,413.5192703,-1.039771318,-2.5173347,-1.367588758,-9.41E-05,0.001034278,0.000631805,19.83496094,-14.77955151,0.56370914,0.017568,-0.006588,-0.008296,21
3035,16-04-22,2:12:23,11.3785418,55.9331683,413.5189682,-1.038865924,-2.518130541,-1.364138842,-0.003453059,0.000117811,0.000326646,19.70770073,-14.97992706,0.388733208,0.016104,-0.006832,-0.008052,21
3036,16-04-22,2:12:23,11.39232525,55.94343664,413.518676,-1.037131906,-2.520728827,-1.360521317,-0.001925537,0.00072839,0.000326617,19.76686287,-15.20520401,0.088607289,0.016104,-0.005368,-0.009028,21
3037,16-04-22,2:12:24,11.40654626,55.95403823,413.518377,-1.036736369,-2.524226904,-1.356838226,0.000517881,0.000728329,-0.001200446,19.85117722,-15.14767838,0.079925686,0.017568,-0.005124,-0.010248,21
3038,16-04-22,2:12:24,11.41946755,55.96367034,413.5181074,-1.036141872,-2.526385307,-1.354953766,0.000823244,-0.000187953,0.001242911,19.83782959,-15.07408047,-0.023699349,0.016835999,-0.00488,-0.009272,21
3039,16-04-22,2:12:24,11.43244941,55.97334706,413.5178387,-1.037346125,-2.527729034,-1.356862426,-0.004063336,-0.001409565,-0.000589635,19.84291649,-15.01178455,0.063826211,0.016348001,-0.00488,-0.006588,21
3040,16-04-22,2:12:24,11.4466989,55.98397369,413.5175458,-1.038663626,-2.525868893,-1.359614372,-0.001008924,0.001644623,-0.000894993,19.79882813,-14.9597187,0.16909413,0.015616,-0.005612,-0.006344,21
3041,16-04-22,2:12:25,11.45962837,55.99361591,413.5172823,-1.037757039,-2.523062706,-1.358404279,-0.000703264,0.000422735,-0.001505657,19.9139843,-15.06282139,0.449132591,0.016835999,-0.004636,-0.008784,21
3042,16-04-22,2:12:25,11.47346866,56.00394373,413.5170022,-1.036766529,-2.527462482,-1.354461074,-0.001924831,-0.000188114,-0.00058931,19.83371162,-14.97846889,0.456204385,0.018056,-0.007076,-0.010736,21
3043,16-04-22,2:12:25,11.48644502,56.01362022,413.516742,-1.036365747,-2.52913928,-1.352222204,-0.002840756,-0.000493567,2.15E-05,19.74442482,-14.84016132,0.374244273,0.015616,-0.005368,-0.007564,21
3044,16-04-22,2:12:26,11.49981441,56.02359701,413.5164759,-1.035086155,-2.530506372,-1.346936226,-9.15E-05,0.001033311,-0.001199903,20.19192123,-14.72599506,-0.443077356,0.016348001,-0.004392,-0.009028,21
3045,16-04-22,2:12:26,11.51360757,56.03388926,413.5162035,-1.034798622,-2.53255415,-1.347595334,-0.001007335,0.001032799,-0.000894352,19.89665222,-14.83472729,-0.50078541,0.017568,-0.007076,-0.007564,21
3046,16-04-22,2:12:26,11.52826473,56.04482608,413.5159168,-1.03510499,-2.532268047,-1.35340929,-0.003754908,0.000421911,-0.001810248,20.29831314,-15.02273941,0.155008152,0.017568,-0.0061,-0.00732,21
3047,16-04-22,2:12:26,11.54282018,56.05569047,413.5156344,-1.039262533,-2.527017832,-1.358942866,-0.001311254,-0.000188938,0.000327752,20.24938965,-14.97600746,-0.181480333,0.018544,-0.005856,-0.008296,21
3048,16-04-22,2:12:27,11.55701401,56.06628798,413.5153616,-1.040061355,-2.528275251,-1.359252691,-8.95E-05,-0.001410477,2.26E-05,20.00288963,-14.89946842,0.240754053,0.016835999,-0.005612,-0.0061,21
3049,16-04-22,2:12:27,11.57163489,56.07720478,413.5150831,-1.039715886,-2.527261972,-1.356896043,-0.001005601,0.000421993,-0.000893175,19.95332909,-14.85870457,0.229300842,0.018056,-0.00488,-0.010736,21
3050,16-04-22,2:12:27,11.58580422,56.08778758,413.5148155,-1.037325382,-2.532494783,-1.349614739,0.000827204,-0.001105262,0.001244974,20.07418251,-14.93237209,0.081921056,0.017811999,-0.005856,-0.00732,21
3051,16-04-22,2:12:28,11.59877062,56.09746745,413.514573,-1.038238168,-2.532704115,-1.350759506,-0.00161612,0.000727273,-0.000282166,20.13237572,-15.04861927,0.177424237,0.01708,-0.005368,-0.007564,21
3052,16-04-22,2:12:28,11.61166107,56.10709921,413.5143328,-1.038320303,-2.53186965,-1.351459622,-8.90E-05,-0.000189009,2.33E-05,20.02329826,-15.1116991,0.162674963,0.015859999,-0.005612,-0.00732,21
3053,16-04-22,2:12:28,11.62527058,56.11734403,413.5140796,-1.037022591,-2.533068419,-1.347989321,-8.89E-05,-0.000188993,-0.000892958,20.03418159,-14.85516739,-0.041448891,0.016835999,-0.006344,-0.008296,21
3054,16-04-22,2:12:28,11.6438198,56.13112508,413.5137455,-1.036094427,-2.529088974,-1.34820354,0.000216663,0.000421469,-0.002114394,20.17631721,-14.91575909,-0.088272139,0.018300001,-0.006344,-0.010248,21
3055,16-04-22,2:12:29,11.66290825,56.14538966,413.5134021,-1.034692883,-2.526605368,-1.345488071,-0.002226476,0.001337655,-0.001197996,20.13932228,-14.84734058,0.021076413,0.016592,-0.004148,-0.009516,21
3056,16-04-22,2:12:29,11.67746756,56.15633076,413.5131406,-1.033854604,-2.531180859,-1.339729548,-0.001615144,0.001337898,0.000634849,20.23708534,-14.85515785,0.807300091,0.018787999,-0.006344,-0.010004,21
3057,16-04-22,2:12:29,11.69338834,56.16817279,413.5128632,-1.031541705,-2.538872719,-1.327946424,-8.80E-05,-0.000189038,-0.001197496,20.27176094,-14.96339321,1.019418716,0.015616,-0.004636,-0.010248,21
3058,16-04-22,2:12:30,11.70631339,56.17784,413.5126379,-1.030938745,-2.53908205,-1.325593114,-0.000393409,-0.000189022,-0.001197396,20.26846504,-14.8614006,0.829279542,0.018056,-0.006832,-0.009516,21
3059,16-04-22,2:12:30,11.71931183,56.18762102,413.5124107,-1.030096769,-2.541507244,-1.322229505,-0.002836632,0.000727214,-0.000586481,20.13993645,-14.79444218,0.589555919,0.018056,-0.005368,-0.008052,21
3060,16-04-22,2:12:30,11.7364503,56.20037826,413.5121204,-1.031726122,-2.538613081,-1.324542761,0.000523277,0.000116166,-0.000891689,20.08081436,-14.84848309,0.348557323,0.015859999,-0.00488,-0.007076,21
3061,16-04-22,2:12:31,11.7495008,56.2101369,413.5118998,-1.031918526,-2.540143728,-1.323794484,-0.002225431,0.001032378,0.000330013,20.10826492,-14.8869791,0.414443642,0.017568,-0.005368,-0.009028,21
3062,16-04-22,2:12:31,11.76246912,56.2198428,413.5116825,-1.032458186,-2.538561344,-1.32453239,-8.74E-05,0.003170139,-0.000280828,20.00796509,-14.74679375,0.360099226,0.016592,-0.0061,-0.008052,21
3063,16-04-22,2:12:31,11.77545047,56.22955473,413.5114671,-1.032142282,-2.540169954,-1.322442651,-0.000392795,0.00042121,-0.000586212,19.98660469,-14.83078003,0.439415425,0.016592,-0.005368,-0.009028,21
3064,16-04-22,2:12:31,11.78842204,56.23925992,413.5112538,-1.031619787,-2.539318323,-1.321573853,0.000828868,0.000726582,2.47E-05,19.88044548,-14.76990032,0.478684813,0.016835999,-0.006344,-0.008784,21
3065,16-04-22,2:12:32,11.80138953,56.24897,413.5110425,-1.031420827,-2.537959099,-1.321405888,0.00052339,0.001642741,2.47E-05,19.80566788,-14.70080948,0.456448585,0.015372,-0.005856,-0.007808,21
3066,16-04-22,2:12:32,11.81434673,56.25866752,413.5108334,-1.032018661,-2.538847208,-1.321071506,-0.001003688,-0.001106059,-0.002418608,19.78084564,-14.74688339,0.363416046,0.017568,-0.005856,-0.008052,21
3067,16-04-22,2:12:32,11.82735647,56.26840673,413.5106256,-1.033228636,-2.537090302,-1.323528528,-0.001003604,0.003169731,-0.000585963,19.70704651,-14.7621336,0.205677241,0.01708,-0.0061,-0.010004,21
3068,16-04-22,2:12:32,11.84079483,56.27846864,413.510413,-1.033179998,-2.5381248,-1.323400259,-0.001003437,0.000726225,2.51E-05,19.67370224,-14.72338486,0.09335994,0.015616,-0.005856,-0.009272,21
3069,16-04-22,2:12:33,11.85508076,56.28916487,413.5101894,-1.035141945,-2.539056063,-1.326062083,-0.001919474,-0.002022578,-0.000585744,19.75283432,-14.78299809,-0.09840484,0.016592,-0.006344,-0.010492,21
3070,16-04-22,2:12:33,11.86871746,56.29937648,413.5099782,-1.034594774,-2.536988974,-1.326852679,0.000829434,0.002558738,0.000330498,19.66627121,-14.66929722,0.07940159,0.017811999,-0.006588,-0.007076,21
3071,16-04-22,2:12:33,11.88332692,56.31032042,413.5097544,-1.032978535,-2.53627634,-1.324724436,0.002356399,-0.001106361,0.000635877,19.73009109,-14.61035633,0.218276888,0.014884,-0.005856,-0.008296,21
3072,16-04-22,2:12:33,11.8963613,56.3200852,413.5095569,-1.033378959,-2.535918474,-1.324465752,0.000523759,0.000726174,-0.001196618,19.63948441,-14.46848392,0.455955207,0.016835999,-0.005856,-0.008052,21
3073,16-04-22,2:12:34,11.90951337,56.32994137,413.5093597,-1.032971382,-2.535988092,-1.323522806,-0.001614133,-0.001717143,-0.001196518,19.58947754,-14.39407539,0.642525434,0.017811999,-0.004636,-0.007808,22
3074,16-04-22,2:12:35,11.95162453,56.36150481,413.5087421,-1.035457492,-2.535106421,-1.325736403,-0.001613932,0.000726006,-0.001196267,19.46609306,-14.46073055,0.760382354,0.016104,-0.006344,-0.007808,22
3075,16-04-22,2:12:35,11.96517155,56.37166547,413.5085479,-1.032931447,-2.540040255,-1.317844391,-8.67E-05,-0.000801161,-0.000585282,19.69360733,-14.36964321,0.573492587,0.019032,-0.005612,-0.008784,22
3076,16-04-22,2:12:35,11.97991967,56.38272148,413.508339,-1.03364265,-2.537707329,-1.319642067,-8.61E-05,0.001031308,0.00155284,19.69861221,-14.74160767,0.705811679,0.015372,-0.005124,-0.006832,22
3077,16-04-22,2:12:35,11.99337657,56.39281064,413.5081508,-1.034595609,-2.537410736,-1.320782065,-0.000696955,0.000420407,0.001247303,19.79304504,-14.84153366,0.612852216,0.018300001,-0.005856,-0.00854,22
3078,16-04-22,2:12:36,12.00638466,56.40256627,413.5079708,-1.034885406,-2.538533688,-1.320602417,-8.61E-05,0.00072578,0.000941791,19.75226212,-14.77523232,0.555283606,0.016104,-0.004636,-0.008052,22
3079,16-04-22,2:12:36,12.01929171,56.41225035,413.5077941,-1.034655571,-2.539135456,-1.319613099,-0.00069689,-0.000190502,-0.000585323,19.82821465,-14.78513718,0.532102048,0.016348001,-0.005612,-0.008296,22
3080,16-04-22,2:12:36,12.03236878,56.42206063,413.5076173,-1.035048723,-2.536628008,-1.321358562,0.000830205,0.00225277,0.000636354,19.87962151,-14.84105682,0.558496594,0.016348001,-0.0061,-0.00732,22
3081,16-04-22,2:12:36,12.04596874,56.43231039,413.5074339,-1.038718462,-2.534240007,-1.327808976,-8.59E-05,-0.001412194,-0.000585306,19.98781967,-14.88947201,0.637697756,0.018056,-0.008052,-0.008784,22
3082,16-04-22,2:12:37,12.06618887,56.44744189,413.5071692,-1.038259625,-2.532506704,-1.327561498,-8.53E-05,-0.001717598,-0.001806661,19.95957375,-14.73055649,0.480736375,0.016348001,-0.005856,-0.008296,22
3083,16-04-22,2:12:37,12.07922677,56.45722986,413.5070002,-1.040312648,-2.527990818,-1.333233356,0.000220098,0.001031209,-0.001501103,19.97887611,-14.7740736,0.331323624,0.017324001,-0.005368,-0.010004,22
3084,16-04-22,2:12:37,12.09307425,56.4676259,413.5068228,-1.041287661,-2.531261206,-1.331219435,0.001441954,0.0022525,0.000331408,19.76732635,-14.76236343,0.547554135,0.015859999,-0.006832,-0.007076,22
3085,16-04-22,2:12:38,12.10781116,56.47868927,413.5066366,-1.036551237,-2.530121326,-1.325636744,-0.002222948,0.00072551,-0.000278908,19.54071426,-14.59853649,0.560455203,0.015128,-0.0061,-0.007076,22
3086,16-04-22,2:12:38,12.1220474,56.48938177,413.5064592,-1.037622333,-2.523535728,-1.332077503,-0.002833035,-0.000495832,0.00063743,19.67245293,-14.47895813,0.90976733,0.016348001,-0.006588,-0.008052,22
3087,16-04-22,2:12:38,12.13634032,56.50011627,413.5062835,-1.034387589,-2.51651144,-1.335350513,-0.001305245,-0.000190387,-0.00058423,19.77922249,-14.65024185,1.002720833,0.017811999,-0.006832,-0.006588,22
3088,16-04-22,2:12:38,12.15014987,56.51049597,413.5061159,-1.037606239,-2.514936686,-1.334286332,-8.36E-05,0.000114975,-0.003027413,19.88233757,-14.88847446,0.85941422,0.016348001,-0.005368,-0.007564,22
3089,16-04-22,2:12:39,12.16357606,56.52057886,413.5059553,-1.037239313,-2.512645245,-1.335228086,-0.001305172,0.000420372,0.001553945,19.7887764,-14.90250778,0.856084526,0.017568,-0.00732,-0.008296,22
3090,16-04-22,2:12:39,12.17814375,56.53152583,413.5057835,-1.036966443,-2.511526108,-1.333344817,-8.34E-05,0.001947378,-0.00027863,19.93915558,-14.73438454,1.064663768,0.018300001,-0.005612,-0.008784,22
3091,16-04-22,2:12:39,12.191964,56.54191225,413.5056228,-1.03738451,-2.514446974,-1.332069993,-0.002221154,0.000420324,-0.001194728,19.99043083,-14.80524635,0.864706337,0.015616,-0.005612,-0.00732,22
3092,16-04-22,2:12:40,12.20537562,56.551996,413.505469,-1.036207557,-2.513110876,-1.330661297,0.000833102,0.000114881,0.000332408,19.99406815,-14.88624096,0.969991148,0.016835999,-0.007076,-0.008784,22
3093,16-04-22,2:12:40,12.21842245,56.56180106,413.5053216,-1.034567952,-2.514284372,-1.326732993,-0.000388596,0.000114872,-0.000583841,20.09706497,-14.70432758,0.713335812,0.015616,-0.006344,-0.009272,22
3094,16-04-22,2:12:40,12.23142631,56.57158009,413.5051765,-1.034944415,-2.515144825,-1.325675011,-0.00161019,-0.000495951,-0.002416234,20.05553627,-14.71773338,0.823777556,0.017811999,-0.006588,-0.00854,22
3095,16-04-22,2:12:40,12.24532385,56.58202958,413.5050238,-1.033375144,-2.517685413,-1.319756746,0.000222094,0.001336385,-0.000278083,20.08898163,-14.6028471,0.926425576,0.015859999,-0.0061,-0.006832,22
3096,16-04-22,2:12:41,12.26001745,56.5930912,413.5048646,-1.033525825,-2.51715517,-1.313565254,0.000833318,0.001335615,-0.00027777,20.13949585,-14.59936714,1.241658926,0.016835999,-0.007564,-0.00976,22
3097,16-04-22,2:12:41,12.27467922,56.60411269,413.5047087,-1.027633667,-2.516064167,-1.303507209,-0.001304317,0.000113656,-0.001499179,19.91882324,-14.78930283,0.561762691,0.01464,-0.006588,-0.00732,22
3098,16-04-22,2:12:41,12.29098413,56.61638169,413.5045381,-1.027595401,-2.514491081,-1.306467652,-0.000692932,0.000113813,0.000333458,19.78779411,-14.65265179,0.684747219,0.017568,-0.0061,-0.008784,22
3099,16-04-22,2:12:42,12.30530275,56.62715653,413.5043909,-1.027281046,-2.513413906,-1.30540359,-0.002525257,0.001640839,2.80E-05,19.77363968,-14.78213787,0.923039794,0.015128,-0.005124,-0.00732,22
3100,16-04-22,2:12:42,12.31830424,56.63694093,413.5042594,-1.026323676,-2.51426053,-1.303656816,-0.002830451,-0.000497147,2.80E-05,19.82201958,-14.7333107,1.149374247,0.016835999,-0.006588,-0.009028,22
3101,16-04-22,2:12:42,12.33132579,56.64674083,413.5041297,-1.027048826,-2.513087034,-1.305395484,-0.000997771,-0.000191699,-0.000582796,19.91939163,-14.86798,0.994001806,0.017811999,-0.006588,-0.008296,22
3102,16-04-22,2:12:42,12.34476545,56.65685873,413.5039975,-1.027490258,-2.515295744,-1.303973794,-0.001303164,0.001029936,-0.001498918,20.03586769,-14.81130314,1.445055723,0.017568,-0.006588,-0.009516,22
3103,16-04-22,2:12:43,12.3591353,56.66767581,413.5038594,-1.029161215,-2.515223742,-1.305853128,-0.001608239,0.000418618,-0.000887916,19.62925148,-14.71029377,1.348205566,0.015859999,-0.005612,-0.008052,22
3104,16-04-22,2:12:43,12.37341649,56.67843438,413.5037242,-1.030512094,-2.514949322,-1.305004358,-0.002524326,0.000113176,-0.001498655,19.57752037,-14.64233685,1.34973228,0.016592,-0.005856,-0.007564,22
3105,16-04-22,2:12:43,12.38646648,56.68827045,413.5036027,-1.031600714,-2.511665583,-1.308084488,0.000835363,-0.00019224,-0.000276902,19.64577103,-14.50212002,1.414911509,0.018300001,-0.007076,-0.007808,22
3106,16-04-22,2:12:43,12.40131618,56.6994464,413.5034672,-1.031943798,-2.51281786,-1.306136608,-0.000386083,0.001639923,-0.001192777,19.60011292,-14.23165035,1.458953142,0.017568,-0.007076,-0.00854,22
3107,16-04-22,2:12:44,12.41604683,56.7105459,413.5033351,-1.033468008,-2.512056589,-1.303896546,-0.000386372,0.000418019,-0.00088727,19.66425133,-14.18909836,1.542514443,0.016104,-0.005612,-0.006344,22
3108,16-04-22,2:12:44,12.42909506,56.72038189,413.5032203,-1.03396678,-2.513685703,-1.302394152,-8.09E-05,0.000112577,-0.000887196,19.68735886,-14.29054737,1.636198044,0.017568,-0.0061,-0.00854,22
3109,16-04-22,2:12:44,12.44419825,56.73176677,413.5030899,-1.033661842,-2.512411833,-1.300245404,0.000530049,0.001028703,-0.001497937,19.83463097,-14.50085163,1.772565365,0.01708,-0.005856,-0.008784,22
3110,16-04-22,2:12:45,12.4588888,56.74283811,413.5029658,-1.035711527,-2.512750864,-1.299344659,0.000225114,0.000417918,-0.000580885,20.02876091,-14.83815861,1.823152781,0.01708,-0.005612,-0.007564,22
3111,16-04-22,2:12:45,12.47360797,56.75393239,413.502844,-1.036868453,-2.516347647,-1.292725444,-0.00221771,0.001639144,3.06E-05,19.87192917,-14.64126873,2.003556013,0.016104,-0.0061,-0.009272,22
3112,16-04-22,2:12:45,12.48742141,56.76435133,413.502732,-1.035731554,-2.514307261,-1.291632175,-0.001301391,0.000111722,-0.001801869,19.65649796,-14.63394165,2.113626957,0.016835999,-0.005124,-0.008052,22
3113,16-04-22,2:12:45,12.50133951,56.77484093,413.5026215,-1.035356522,-2.514447451,-1.29136622,-0.001301281,0.000722528,3.07E-05,19.63407707,-14.68560028,2.235605717,0.016592,-0.006588,-0.008052,22
3114,16-04-22,2:12:46,12.51541125,56.7854584,413.502512,-1.034989953,-2.515617847,-1.287204385,-0.001606438,-0.000499384,-0.002106901,19.87541962,-14.71105289,1.835369945,0.017324001,-0.005368,-0.009028,22
3115,16-04-22,2:12:46,12.52927406,56.79591689,413.5024065,-1.035107732,-2.516032934,-1.286792874,-0.000995489,0.0013331,-0.002717539,19.98483276,-14.90890121,1.87953198,0.016592,-0.007076,-0.007808,22
3116,16-04-22,2:12:46,12.54231085,56.80574945,413.5023095,-1.036326289,-2.513716221,-1.2894665,-7.92E-05,0.000722174,-0.001190276,19.96704483,-14.92588902,1.608081698,0.016104,-0.003904,-0.006588,22
3117,16-04-22,2:12:47,12.5562743,56.81629152,413.5022076,-1.036529064,-2.512807131,-1.290185332,-0.001300707,0.00041654,-0.001495672,19.78198242,-14.68615437,1.769013405,0.01708,-0.006344,-0.007808,22
3118,16-04-22,2:12:47,12.57066412,56.82715038,413.5021052,-1.036214948,-2.512669086,-1.28963244,-0.002216626,-0.00202676,-0.000579326,19.78769302,-14.71934509,1.900547028,0.016592,-0.006588,-0.007808,22
3119,16-04-22,2:12:47,12.59057661,56.84222142,413.5019667,-1.035992146,-2.513417959,-1.289163828,-0.000994701,0.001332827,-0.000273796,19.94038773,-14.94950008,1.424012303,0.016835999,-0.0061,-0.007564,22
3120,16-04-22,2:12:48,12.60820266,56.8554905,413.5018494,-1.036854625,-2.513836622,-1.290200472,-0.001299659,0.000416355,3.17E-05,19.94650078,-15.14115334,1.411324859,0.016104,-0.005124,-0.008052,22
3121,16-04-22,2:12:48,12.62124977,56.86534092,413.5017645,-1.038071275,-2.515583992,-1.290377617,-0.001910364,0.002248762,-0.001800736,19.90391159,-15.10173321,1.508546948,0.01708,-0.005124,-0.009516,22
3122,16-04-22,2:12:48,12.63507496,56.87578339,413.5016767,-1.037020564,-2.516509056,-1.287773967,0.000838773,0.000416095,-0.00088429,19.97321129,-15.0623064,1.826529503,0.015859999,-0.005124,-0.00732,22
3123,16-04-22,2:12:48,12.64937118,56.88657898,413.5015883,-1.042303205,-2.510695219,-1.298189282,0.000228267,0.001331766,-0.000578409,20.0945015,-14.99136734,2.333239555,0.015859999,-0.005124,-0.007564,22
3124,16-04-22,2:12:49,12.66410906,56.89771548,413.5014996,-1.043417811,-2.513556957,-1.293349385,-0.001298496,0.001025893,-0.001188904,19.97337341,-14.91256142,2.415844917,0.016835999,-0.005368,-0.00976,22
